timestamp,X_mea,Y_mea,Z_mea
2024-04-27 18:56:03.090,101.01,115.39,0.59
2024-04-27 18:56:03.152,101.12,115.6,0.59
2024-04-27 18:56:03.217,101.65,115.12,0.59
2024-04-27 18:56:03.279,102.32,114.83,0.59
2024-04-27 18:56:03.340,103.04,114.61,0.59
2024-04-27 18:56:03.406,103.33,114.59,0.59
2024-04-27 18:56:03.467,103.6,113.92,0.59
2024-04-27 18:56:03.529,104.13,113.31,0.59
2024-04-27 18:56:03.593,104.72,112.83,0.59
2024-04-27 18:56:03.656,105.12,112.69,0.59
2024-04-27 18:56:03.721,105.01,111.97,0.59
2024-04-27 18:56:03.783,105.25,111.2,0.59
2024-04-27 18:56:03.844,105.57,110.51,0.59
2024-04-27 18:56:03.910,105.97,110.24,0.59
2024-04-27 18:56:03.971,105.63,109.55,0.59
2024-04-27 18:56:04.033,105.55,108.8,0.59
2024-04-27 18:56:04.098,105.47,108.08,0.59
2024-04-27 18:56:04.159,105.63,107.57,0.59
2024-04-27 18:56:04.221,105.09,107.12,0.59
2024-04-27 18:56:04.287,104.72,106.48,0.59
2024-04-27 18:56:04.348,104.45,105.76,0.59
2024-04-27 18:56:04.413,104.27,105.41,0.59
2024-04-27 18:56:04.475,103.57,105.15,0.59
2024-04-27 18:56:04.536,102.93,104.72,0.59
2024-04-27 18:56:04.601,102.45,104.19,0.59
2024-04-27 18:56:04.663,102.13,104.0,0.59
2024-04-27 18:56:04.724,101.41,104.03,0.59
2024-04-27 18:56:04.790,100.64,103.87,0.59
2024-04-27 18:56:04.851,100.0,103.49,0.59
2024-04-27 18:56:04.913,99.47,103.68,0.59
2024-04-27 18:56:04.979,98.72,103.89,0.59
2024-04-27 18:56:05.040,97.97,104.05,0.59
2024-04-27 18:56:05.102,97.33,103.79,0.59
2024-04-27 18:56:05.167,97.07,104.45,0.59
2024-04-27 18:56:05.229,96.43,104.88,0.59
2024-04-27 18:56:05.290,95.84,105.31,0.59
2024-04-27 18:56:05.355,95.23,105.39,0.59
