1.010135969895256949e+02,1.156586464628854571e+02,3.799999999999999822e+00
1.010635969895257062e+02,1.160886464628854640e+02,3.799999999999999822e+00
1.012035969895257068e+02,1.159486464628854634e+02,3.799999999999999822e+00
1.017835969895257051e+02,1.155486464628854577e+02,3.799999999999999822e+00
1.024835969895256937e+02,1.152286464628854645e+02,3.799999999999999822e+00
1.032035969895257068e+02,1.150986464628854691e+02,3.799999999999999822e+00
1.033835969895256994e+02,1.149086464628854571e+02,3.799999999999999822e+00
1.037635969895256949e+02,1.142686464628854566e+02,3.799999999999999822e+00
1.042935969895256960e+02,1.136286464628854560e+02,3.799999999999999822e+00
1.048835969895256994e+02,1.132086464628854685e+02,3.799999999999999822e+00
1.050935969895257074e+02,1.130186464628854566e+02,3.799999999999999822e+00
1.051235969895256943e+02,1.122686464628854566e+02,3.799999999999999822e+00
1.053335969895257023e+02,1.114986464628854606e+02,3.799999999999999822e+00
1.057035969895257068e+02,1.108586464628854600e+02,3.799999999999999822e+00
1.059435969895257017e+02,1.106186464628854651e+02,3.799999999999999822e+00
1.056835969895256966e+02,1.098686464628854651e+02,3.799999999999999822e+00
1.056035969895256983e+02,1.091286464628854560e+02,3.799999999999999822e+00
1.055735969895256972e+02,1.083786464628854560e+02,3.799999999999999822e+00
1.056035969895256983e+02,1.080086464628854657e+02,3.799999999999999822e+00
1.051235969895256943e+02,1.074486464628854634e+02,3.799999999999999822e+00
1.047435969895256989e+02,1.068086464628854628e+02,3.799999999999999822e+00
1.045035969895257040e+02,1.060286464628854617e+02,3.799999999999999822e+00
1.041835969895256966e+02,1.058486464628854691e+02,3.799999999999999822e+00
1.035435969895256960e+02,1.055286464628854617e+02,3.799999999999999822e+00
1.029035969895256954e+02,1.050986464628854691e+02,3.799999999999999822e+00
1.024835969895256937e+02,1.045086464628854657e+02,3.799999999999999822e+00
1.020535969895257011e+02,1.044586464628854685e+02,3.799999999999999822e+00
1.013035969895257011e+02,1.044286464628854674e+02,3.799999999999999822e+00
1.005635969895257062e+02,1.042986464628854577e+02,3.799999999999999822e+00
9.997359698952570284e+01,1.038186464628854679e+02,3.799999999999999822e+00
9.938359698952569943e+01,1.041886464628854583e+02,3.799999999999999822e+00
9.864359698952570454e+01,1.043486464628854691e+02,3.799999999999999822e+00
9.786359698952570341e+01,1.044886464628854554e+02,3.799999999999999822e+00
9.736359698952570341e+01,1.043486464628854691e+02,3.799999999999999822e+00
9.698359698952569374e+01,1.049886464628854554e+02,3.799999999999999822e+00
9.634359698952570739e+01,1.054186464628854623e+02,3.799999999999999822e+00
9.570359698952570682e+01,1.057886464628854668e+02,3.799999999999999822e+00
9.525359698952570398e+01,1.059486464628854634e+02,3.799999999999999822e+00
9.512359698952569431e+01,1.067486464628854606e+02,3.799999999999999822e+00
