1.040540360895380729e+02,1.139470657834639837e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.141870657834639786e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.142170657834639798e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.140070657834639860e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.137870657834639871e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.135770657834639792e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.133870657834639815e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.132070657834639746e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.130470657834639781e+02,7.400000000000000355e+00
1.044540360895380644e+02,1.128870657834639815e+02,7.400000000000000355e+00
1.044340360895380684e+02,1.126970657834639837e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.125070657834639860e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.123470657834639752e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.121370657834639815e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.118970657834639866e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.116570657834639775e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.114970657834639809e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.113070657834639832e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.111470657834639866e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.109670657834639798e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.108070657834639832e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.106470657834639866e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.104570657834639746e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.102670657834639769e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.100570657834639832e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.098470657834639752e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.096070657834639803e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.094170657834639826e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.092570657834639860e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.090970657834639752e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.089070657834639775e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.087270657834639849e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.085670657834639883e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.084070657834639775e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.081870657834639786e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.079770657834639849e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.077670657834639769e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.075470657834639781e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.073870657834639815e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.072070657834639746e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.070470657834639781e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.068570657834639803e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.066970657834639837e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.065370657834639871e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.063770657834639763e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.061370657834639815e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.058970657834639866e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.056870657834639786e+02,7.400000000000000355e+00
1.042940360895380678e+02,1.055270657834639820e+02,7.400000000000000355e+00
1.042140360895380695e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.040540360895380729e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.038940360895380621e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.036840360895380684e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.035240360895380718e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.033340360895380741e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.031540360895380672e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.029940360895380707e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.028040360895380729e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.026140360895380610e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.024340360895380684e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.022440360895380707e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.020840360895380741e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.018740360895380661e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.017140360895380695e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.014940360895380707e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.013340360895380741e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.011540360895380672e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.009640360895380695e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.007740360895380718e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.005940360895380650e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.004340360895380684e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.002140360895380695e+02,1.054470657834639837e+02,7.400000000000000355e+00
1.000540360895380729e+02,1.054470657834639837e+02,7.400000000000000355e+00
9.984403608953806497e+01,1.054470657834639837e+02,7.400000000000000355e+00
9.968403608953806838e+01,1.054470657834639837e+02,7.400000000000000355e+00
9.947403608953806042e+01,1.054470657834639837e+02,7.400000000000000355e+00
9.931403608953806383e+01,1.054470657834639837e+02,7.400000000000000355e+00
