Layer,dx,dy,Average Error,Standard Deviation Error,Similarity
0.2,0.2687932755090401,0.2044192395004103,0.12637243071331106,0.07711411806570509,0.9902199829440406
0.4,0.6845527869990491,0.2634845099741341,0.13545837103166833,0.05729461399697487,0.9892289887173756
0.6,0.35359533255748943,0.4327666168535842,0.12239699388257133,0.06144871873115587,0.9894146063526831
0.8,0.35225108940143457,0.9793693530673835,0.1173328717756606,0.07449234521446631,0.9892023417872093
1.0,-0.4278676387374958,1.4746870937719194,0.15672007678217845,0.10904974052349335,0.9745395062389468
